student_id,表现档次,风险标签,学生画像类别
pjxuqwbj605,低表现,1,0
pjxyqwbj020,高表现,1,0
pjxyqxbk064,低表现,1,0
pjwrqxbj949,高表现,0,0
pjwtqxbj925,高表现,0,0
pjxyqxbj594,高表现,0,3
pjxyqxbj063,低表现,1,0
pjxyqxbk934,低表现,1,3
pjxyqxbj359,低表现,1,3
pjxyqxbl943,低表现,1,0
pjxyqxbk633,高表现,0,3
pjxyqxbk086,中表现,0,3
pjxyqxbj636,低表现,1,2
pjxyqwbj634,高表现,1,0
pjxyqxbj238,高表现,0,3
pjxyqxbk611,低表现,1,3
pjxyqxbj046,高表现,0,3
pjxxxxbj997,高表现,1,0
pjxyqxbj537,中表现,1,0
pjxuqwbj468,低表现,1,0
pjxyqxbk965,高表现,0,3
pjxyqwbk642,中表现,1,0
pjxyqxbk382,高表现,1,0
pjxpqxbj954,高表现,1,3
pjxyqwbj422,中表现,1,3
pjxyqwbj842,中表现,1,0
pjxyqwbj991,中表现,1,0
pjxyqwbj393,低表现,1,0
pjxuqwbj845,低表现,1,0
pjxuqwbj699,低表现,1,0
pjxuqwbj650,高表现,1,0
pjxrqxbj972,中表现,1,0
pjxyqxbj290,高表现,0,3
pjxyqxbl945,中表现,1,0
pjwtqxbj933,中表现,1,3
pjxyqxbk853,中表现,1,3
pjxyqxbl806,中表现,0,3
pjxyqxbk469,低表现,0,0
pjxyqxbk401,低表现,1,0
pjxyqwbk792,中表现,1,0
pjxyqxbl821,高表现,0,3
pjxyqxbl684,低表现,1,0
pjxyqxbj527,中表现,1,0
pjxxxxbj913,低表现,1,0
pjxyqxbj301,高表现,0,3
pjxxxxbj901,中表现,1,0
pjxvzxbj996,中表现,1,0
pjxyqxbk131,中表现,0,3
pjxwxxbj910,低表现,1,0
pjxxxxbj944,中表现,1,0
pjxyqwbj869,低表现,1,3
pjxyqxbk987,中表现,0,3
pjxyqxbj756,低表现,1,0
pjxyqxbk066,中表现,0,3
pjxsqxbj789,高表现,0,0
pjxuqwbj515,高表现,0,0
pjxyqwbj050,中表现,0,3
pjxyqxbk011,中表现,0,0
pjxyqxbk330,低表现,1,0
pjxyqwbk623,低表现,1,3
pjxyqxbk334,高表现,0,3
pjxyqxbk755,中表现,0,3
pjxyqwbj463,低表现,1,3
pjxyqxbj725,低表现,1,3
pjxyqwbj518,高表现,1,0
pjxyqwbj825,低表现,1,0
pjxuqwbj878,中表现,1,0
pjxuqwbj757,低表现,1,0
pjxyqxbk286,中表现,1,3
pjxuqwbj593,低表现,1,0
pjxyqxbk980,高表现,0,0
pjxyqwbj181,中表现,1,0
pjxsqxbj996,高表现,0,3
pjxyqxbl739,中表现,0,3
pjxyqxbk263,高表现,0,0
pjxuqwbj470,中表现,1,3
pjxwzxbj989,中表现,1,3
pjxxxxbj916,中表现,1,0
pjxyqxbk981,低表现,1,3
pjwtqxbj988,中表现,0,3
pjxyqxbk388,低表现,1,0
pjwtqxbj943,中表现,0,3
pjxuqwbj804,中表现,1,0
pjxuqwbj734,低表现,1,3
pjxuzsfj980,低表现,1,1
pjxyqxbl768,中表现,1,3
pjxyqxbk571,中表现,0,3
pjxyqxbk151,中表现,1,3
pjxyqxbk059,低表现,1,0
pjxuqwbj483,低表现,1,3
pjxyqwbj927,高表现,1,0
pjxyqwbj955,中表现,1,3
pjxyqxbl780,高表现,1,3
pjxyqxbk474,高表现,0,3
pjxyqwbj930,高表现,0,3
pjxyqxbk910,中表现,1,3
pjxyqxbj562,低表现,1,0
pjxuqwbj787,低表现,1,0
pjxyqxbj093,低表现,0,3
pjxyqwbj185,中表现,0,0
pjvyzvfj994,低表现,1,1
pjxyqxbl991,低表现,1,3
pjxyqxbj068,低表现,1,3
pjxyqxbk166,低表现,1,0
pjxyqxbl919,低表现,1,3
pjxyqxbk273,低表现,1,3
pjxyqxbl789,低表现,1,0
pjxyqxbj040,高表现,0,3
pjxyqxbj984,低表现,1,0
pjxyqwbj497,低表现,1,0
pjxyqxbl854,中表现,0,3
pjxyqwbk540,低表现,1,0
pjxyqxbj280,中表现,0,3
pjxyqwbj965,高表现,1,0
pjxuqwbj631,低表现,1,0
pjxyqwbj622,高表现,1,3
pjxyqxbk954,中表现,0,0
pjxyqxbj841,高表现,1,3
pjxtztbj985,低表现,1,0
pjxyqxbk165,高表现,0,3
pjxqzxbj983,低表现,1,0
pjxyqxbj607,低表现,1,3
pjxsqxbj925,低表现,1,0
pjxyqwbj616,高表现,1,0
pjxyqxbj973,中表现,1,3
pjxxzxkj978,低表现,1,3
pjxuqwbj644,高表现,0,3
pjxuqwbj955,高表现,1,0
pjxyqwbj193,低表现,0,3
pjxsqxbj867,高表现,0,3
pjxsqxbj986,低表现,1,0
pjxyqxbj049,中表现,0,3
pjxyqwbj459,中表现,0,0
pjxuqwbj873,中表现,1,0
pjxyqxbk307,高表现,1,0
pjxyqwbk993,低表现,1,3
pjxyqwbj368,高表现,1,0
pjxyqxbk710,高表现,1,3
pjxyqxbj867,高表现,0,3
pjwrqxbj932,高表现,0,3
pjxyqxbk567,低表现,0,3
pjxyqxbj749,低表现,1,0
pjxyqxbj817,高表现,1,0
pjxsqxbj764,中表现,0,3
pjxyqwbj166,中表现,1,3
pjwrqxbj948,低表现,1,3
pjxyqxbk158,中表现,1,3
pjxyqwbj267,低表现,1,0
pjxuqwbj586,低表现,1,0
pjxyqwbj944,高表现,1,0
pjxxztfj992,低表现,1,1
pjxuqwbj539,中表现,0,0
pjxyqxbl857,低表现,1,3
pjxyqwbj758,高表现,0,0
pjxyqwbj763,低表现,1,0
pjxyqwbj922,高表现,1,0
pjxyqwbj261,中表现,1,0
pjxyqwbj401,中表现,1,0
pjxxxxbj986,低表现,1,0
pjxyqwbj912,高表现,0,0
pjxuqwbj661,高表现,0,3
pjxuqwbj658,低表现,1,0
pjxyqwbk531,低表现,1,0
pjxyqxbk076,高表现,0,3
pjxvztfj994,低表现,1,1
pjxyqwbj225,高表现,0,0
pjxyqwbk971,高表现,0,0
pjxuqwbj638,低表现,1,0
pjxyqwbj658,中表现,1,0
pjxyqwbj087,中表现,1,0
pjxqqxbj969,高表现,0,3
pjxyqxbj876,中表现,1,3
pjxyqxbl916,低表现,1,0
pjxyqxbj162,低表现,1,0
pjxwzxbj996,中表现,1,0
pjxyqxbk767,低表现,1,0
pjxyqwbk767,低表现,1,0
pjvyzxbj998,低表现,1,0
pjxyqwbj706,高表现,0,0
pjxqzxbj997,高表现,1,0
pjxyqwbj400,中表现,0,0
pjxyqxbj044,中表现,0,3
pjxyqxbj754,低表现,1,2
pjxyqxbj709,低表现,1,2
pjxsqxbj940,中表现,1,3
pjxyqxbj737,中表现,0,3
pjxyqwbk791,高表现,0,0
pjxsqxbj984,高表现,1,0
pjxyqwbk782,中表现,0,3
pjxsqxbj939,低表现,1,0
pjxyqwbj811,低表现,1,0
pjxsqxbj796,中表现,0,3
pjxuqwbj633,中表现,0,0
pjxyqxbk535,中表现,1,0
pjxyqxbk991,高表现,0,3
pjxsqxbj936,高表现,1,3
pjxyqwbj695,高表现,0,0
pjxyqxbk081,低表现,1,3
pjxyqxbj312,高表现,0,3
pjxyqxbj828,低表现,1,0
pjwrqxbj911,低表现,1,3
pjxyqwbk834,高表现,0,0
pjxuqwbj655,低表现,1,0
pjxyqwbk534,高表现,1,3
pjxyqxbk358,高表现,0,0
pjxyqwbj221,中表现,1,3
pjxyqxbk572,低表现,1,0
pjxqzxbj971,中表现,1,3
pjxyqwbk653,中表现,0,0
pjxqqxbj977,高表现,1,0
pjxuqwbj726,中表现,0,0
pjxyqwbk708,低表现,1,0
pjxyqxbk281,高表现,0,0
pjxyqwbk901,中表现,1,3
pjxyqxbj428,高表现,1,3
pjxyqwbj659,低表现,1,3
pjxyqwbj628,高表现,0,3
pjxyqxbj861,高表现,1,0
pjxyqwbj764,低表现,1,0
pjxuqwbj559,高表现,0,3
pjxyqxbl884,低表现,1,0
pjxsqxbj800,中表现,0,3
pjxyqxbj015,低表现,1,0
pjxyqxbl984,低表现,1,0
pjxyqwbj188,低表现,1,0
pjxyqxbk224,中表现,0,3
pjxyqwbj433,中表现,0,0
pjxyqxbj164,高表现,0,3
pjxyqwbj417,高表现,0,3
pjxuqwbj558,低表现,0,0
pjxyqwbj737,低表现,0,0
pjxuqwbj648,高表现,0,0
pjxyqwbj174,低表现,1,0
pjxyqwbj006,高表现,0,0
pjxpqxbj992,高表现,0,0
pjxyqxbk159,高表现,0,3
pjxyqwbk513,中表现,0,0
pjxyqxbl990,中表现,1,3
pjxuqwbj691,高表现,1,0
pjxyqwbj430,高表现,1,0
pjxyqxbj835,中表现,0,3
pjxyqxbj729,低表现,1,3
pjxyqwbj773,中表现,1,0
pjxyqxbk531,高表现,1,0
pjxyqwbj640,高表现,0,2
pjxyqwbj605,中表现,1,0
pjxpqxbj994,高表现,0,3
pjxyqxbk807,中表现,0,3
pjxxxxbj911,高表现,1,0
pjxyqxbj147,中表现,0,3
pjxyqxbk491,中表现,0,3
pjxyqwbj190,低表现,1,0
pjxyqxbj422,高表现,1,3
pjxyqxbj165,中表现,1,3
pjxuqwbj499,高表现,0,0
pjxyqwbj391,中表现,1,0
pjxyqxbj305,低表现,1,0
pjxyqwbj069,高表现,1,0
pjxyqxbk583,低表现,1,3
pjxyqxbk434,中表现,0,0
pjxsqxbj934,高表现,1,3
pjxyqxbk549,高表现,1,0
pjxyqxbj724,高表现,0,3
pjxyqwbk795,高表现,0,0
pjxwzxkj993,高表现,1,0
pjxuqwbj758,低表现,1,0
pjxyqxbj945,高表现,0,3
pjxyqwbj713,高表现,1,0
pjxyqxbk222,低表现,1,3
pjwtqxbj930,低表现,1,3
pjxyqxbk325,低表现,1,0
pjxsqxbj810,中表现,0,0
pjxuqwbj538,低表现,1,0
pjxyqxbk147,高表现,0,3
pjxyqwbk919,中表现,0,0
pjxyqxbj712,中表现,0,3
pjxyqwbk618,中表现,1,3
pjxyqxbj771,中表现,0,3
pjxyqwbj472,低表现,1,3
pjxsqxbj912,高表现,0,3
pjxyqwbj004,中表现,0,0
pjxyqxbk389,低表现,1,0
pjxrqxbj928,中表现,1,0
pjxyqxbj586,中表现,1,3
pjxyqxbj286,中表现,0,3
pjxyqwbj301,低表现,1,3
pjxyqxbj129,高表现,1,0
pjxqqxbj951,中表现,1,0
pjxyqxbk916,低表现,1,0
pjxuqwbj446,高表现,0,3
pjxuqwbj508,中表现,0,0
pjxyqwbj036,高表现,1,3
pjxyqwbk996,低表现,1,3
pjxyqwbk835,低表现,1,0
pjxyqxbj879,中表现,0,3
pjxyqxbj918,中表现,0,0
pjxuqwbj905,低表现,1,0
pjxsqxbj882,高表现,0,3
pjxyqxbl993,低表现,1,0
pjxyqxbl985,中表现,1,3
pjxuqwbj840,高表现,0,3
pjxyqwbk896,低表现,1,0
pjxuqwbj715,中表现,0,3
pjxuqwbj898,高表现,0,0
pjxpqxbj911,高表现,1,0
pjxyqxbk253,低表现,1,0
pjxyqxbk795,高表现,0,3
pjxyqxbj897,中表现,1,0
pjxyqwbk686,低表现,1,0
pjxyqwbk585,高表现,0,0
pjxyqxbl687,高表现,0,0
pjxyqxbj889,中表现,0,3
pjxyqwbj937,低表现,1,0
pjxyqxbj743,低表现,1,3
pjxwzxbj987,中表现,0,3
pjxpqxbj914,高表现,1,3
pjxyqwbj278,低表现,1,0
pjxtzxfj994,低表现,1,1
pjxyqxbk516,高表现,0,3
pjxyqxbl763,低表现,1,0
pjxyqxbk961,高表现,0,3
pjxyqwbj139,低表现,1,3
pjxyqxbj521,高表现,0,3
pjxyqxbj214,高表现,1,3
pjxyqxbj575,低表现,0,3
pjxyqxbj985,高表现,1,0
pjxyqwbj871,低表现,1,0
pjxyqwbj293,低表现,0,0
pjxuqwbj831,中表现,0,2
pjxyqxbk230,低表现,1,0
pjxyqxbk067,低表现,1,0
pjxyqxbk682,高表现,1,3
pjxsqxbj946,高表现,0,3
pjxqzxbj967,低表现,1,0
pjxyqxbj417,低表现,1,3
pjxyqxbl953,中表现,1,3
pjxyqwbk826,低表现,1,3
pjxyqwbk870,中表现,1,0
pjxyqxbk613,低表现,1,0
pjxyqxbl815,高表现,0,0
pjxyqxbk697,中表现,0,3
pjxyqxbk835,中表现,0,3
pjxyqwbj685,中表现,1,0
pjxyqwbj409,低表现,1,0
pjxuqwbj621,低表现,0,0
pjxuqwbj609,中表现,1,0
pjxyqwbj742,中表现,0,0
pjxyqxbl737,高表现,0,3
pjxwxxbj983,低表现,1,0
pjxyqxbk305,中表现,0,0
pjxyqwbj883,低表现,1,0
pjxyqxbk789,低表现,1,3
pjxyqxbj485,中表现,1,3
pjxxxxbj995,低表现,1,0
pjxyqwbj570,高表现,1,0
pjxyqwbj709,中表现,1,3
pjxyqwbj299,中表现,1,0
pjxyqwbj886,低表现,1,3
pjxuzxbj997,低表现,1,0
pjxyqxbk895,低表现,1,3
pjxpqxbj945,高表现,0,3
pjxyqxbk180,高表现,0,0
pjxyqwbk796,中表现,0,0
pjxuqwbj721,高表现,0,0
pjxyqwbj445,高表现,1,0
pjwrqxbj898,低表现,1,3
pjxyqwbj015,中表现,1,3
pjxyqwbk594,高表现,1,3
pjxuqwbj796,低表现,1,0
pjxyqxbl987,中表现,0,3
pjxsqxbj829,中表现,0,3
pjxsqxbj886,高表现,0,0
pjxyqxbl918,低表现,1,3
pjxyqxbk231,低表现,0,0
pjxyqxbj599,中表现,0,3
pjxyqxbl743,高表现,1,0
pjxyqwbj302,中表现,0,0
pjxyqwbk701,低表现,1,0
pjxyqwbj540,高表现,0,0
pjxxxxbj917,高表现,1,0
pjxyqxbj734,中表现,0,3
pjxuqwbj495,中表现,0,0
pjxyqwbj033,中表现,0,0
pjxyqwbk931,高表现,0,0
pjxyqxbk811,高表现,1,3
pjxyqxbj048,高表现,1,0
pjxqzxbj984,中表现,1,3
pjxyqwbj269,低表现,1,0
pjxyqxbj415,中表现,1,0
pjxpqxbj926,高表现,1,3
pjxyqxbk121,高表现,0,3
pjxyqwbj698,中表现,0,2
pjxyqxbj418,高表现,0,3
pjxuqwbj476,中表现,1,0
pjxyqwbj452,低表现,1,3
pjxyqwbj592,低表现,1,0
pjxuqwbj497,低表现,1,0
pjxyqwbj125,高表现,0,3
pjxyqwbj073,高表现,0,0
pjxyqxbj220,高表现,0,0
pjxvztfj985,低表现,1,1
pjxyqxbk477,中表现,0,2
pjxyqwbj822,中表现,0,0
pjxyqxbk318,高表现,0,3
pjxyqxbk971,中表现,0,3
pjxyqxbj469,低表现,1,3
pjxyqxbj225,低表现,1,3
pjxyqwbj799,高表现,1,0
pjxyqxbk801,中表现,0,3
pjxyqxbj221,低表现,1,0
pjxvztfj992,低表现,1,1
pjxyqxbl730,高表现,0,3
pjxyqxbj580,高表现,0,3
pjxuqwbj903,高表现,1,0
pjxyqxbk470,低表现,1,0
pjxuqwbj871,中表现,0,3
pjxyqxbj823,低表现,1,0
pjxyqxbj358,低表现,1,0
pjxyqwbk859,低表现,1,0
pjxyqwbj809,低表现,1,3
pjxyqxbk614,低表现,1,3
pjwrqxbj980,中表现,0,3
pjxyqwbk745,中表现,1,0
pjxuqwbj594,低表现,1,0
pjxyqxbk992,中表现,1,3
pjxyqwbj253,中表现,0,0
pjxxxxbj922,中表现,1,0
pjxyqwbj046,中表现,1,0
pjxyqxbk472,中表现,0,3
pjxuqwbj545,中表现,1,0
pjxuqwbj678,中表现,1,0
pjxsqxbj765,中表现,1,0
pjxyqxbj092,低表现,1,0
pjxrqxbj905,低表现,1,0
pjxyqxbj736,中表现,0,0
pjxyqxbj832,低表现,1,0
pjxuqwbj915,高表现,0,3
pjxyqwbj155,高表现,0,0
pjxyqxbj277,高表现,1,3
pjxyqwbk885,高表现,1,0
pjxuqwbj643,高表现,0,3
pjxyqxbj353,高表现,1,0
pjxyqwbj435,高表现,0,0
pjxyqxbj182,中表现,0,3
pjxyqwbk828,低表现,1,3
pjxyqwbk895,高表现,1,0
pjxyqwbj830,低表现,1,3
pjxuqwbj958,中表现,1,0
pjxyqxbl966,低表现,0,3
pjxyqwbj971,中表现,1,0
pjxuqwbj952,低表现,1,0
pjxvzxfj970,低表现,1,1
pjxyqxbj474,高表现,0,3
pjxyqwbj022,低表现,1,0
pjxyqwbj780,中表现,0,0
pjxyqwbj797,中表现,1,0
pjxuqwbj651,低表现,1,0
pjxuqwbj770,中表现,0,3
pjxuqwbj537,高表现,0,3
pjxsqxbj995,低表现,1,3
pjxyqwbj945,高表现,1,3
pjxyqxbl879,低表现,1,0
pjxyqwbj243,高表现,0,3
pjxyqwbk678,中表现,0,0
pjxuqwbj674,高表现,1,0
pjxyqwbk799,中表现,1,0
pjxsqxbj849,高表现,1,3
pjxyqxbj023,高表现,0,3
pjxyqxbk742,中表现,1,3
pjxyqxbj868,高表现,0,0
pjxyqxbl839,高表现,0,0
pjxyqxbj686,低表现,1,3
pjxyqxbk760,中表现,0,3
pjxyqxbj989,低表现,1,3
pjxyqxbl746,中表现,1,0
pjxyqwbj929,低表现,1,3
pjxwxxbj905,低表现,1,0
pjwrqxbj985,高表现,1,3
pjxyqxbj065,中表现,1,3
pjxyqxbl896,低表现,1,0
pjxyqxbk565,低表现,1,3
pjxxxxbj975,中表现,1,0
pjxyqxbk269,低表现,0,3
pjxyqwbj940,中表现,0,0
pjxuqwbj723,中表现,0,3
pjxuqwbj588,低表现,1,0
pjxyqxbk199,高表现,0,3
pjxyqxbk537,中表现,1,3
pjxyqxbk530,中表现,0,0
pjxyqxbk553,高表现,0,3
pjxsqxbj968,高表现,1,3
pjxyqwbj530,中表现,1,0
pjxuqwbj773,低表现,1,0
pjxyqwbk814,低表现,1,0
pjxyqxbj909,低表现,1,0
pjxyqxbl975,中表现,1,0
pjxyqwbk521,中表现,0,0
pjwtqxbj969,中表现,0,3
pjxyqxbj698,中表现,0,3
pjxyqwbj993,低表现,1,0
pjxyqxbk609,中表现,1,0
pjxyqwbj820,高表现,1,3
pjxuqwbj634,高表现,0,0
pjxyqxbk644,中表现,0,3
pjxyqxbj094,低表现,1,3
pjxyqxbl828,高表现,0,3
pjxwxxbj914,低表现,1,0
pjxyqxbj871,低表现,1,0
pjxyqwbk754,高表现,0,3
pjxyqwbj523,低表现,1,0
pjxyqxbj525,高表现,1,3
pjxuqwbj580,高表现,0,0
pjxyqxbl804,高表现,0,0
pjxyqxbj490,高表现,0,3
pjxvzxbj997,中表现,1,0
pjxyqxbj124,中表现,1,3
pjxyqxbj169,低表现,1,0
pjxyqxbj239,中表现,0,3
pjxyqxbk295,低表现,1,0
pjxsqxbj885,高表现,0,3
pjxyqwbj775,高表现,1,0
pjxyqwbk910,高表现,1,0
pjxyqwbj669,中表现,1,0
pjxyqxbj058,高表现,0,3
pjxyqwbj341,中表现,0,3
pjxyqwbj072,高表现,0,0
pjwrqxbj925,高表现,0,0
pjxyqxbj144,中表现,0,0
pjxyqwbj001,高表现,1,3
pjxqzxbj979,中表现,1,0
pjxuzsfj983,低表现,1,1
pjxyqwbk787,高表现,1,0
pjwtqxbj952,低表现,1,3
pjxyqwbj636,中表现,0,0
pjxyqxbk597,低表现,1,0
pjxyqwbj985,高表现,1,0
pjxyqxbk848,中表现,0,3
pjxsqxbj857,低表现,1,0
pjxyqxbk140,低表现,1,0
pjwtqxbj971,中表现,0,3
pjxyqxbk907,高表现,0,3
pjxyqxbl708,低表现,1,0
pjxyqxbk442,低表现,1,0
pjxuqwbj701,低表现,1,0
pjxyqxbk349,中表现,1,0
pjxyqxbk272,中表现,1,0
pjxyqwbj100,高表现,0,0
pjxyqxbl758,中表现,0,3
pjxsqxbj899,高表现,0,0
pjxxxxbj937,高表现,1,0
pjxyqxbj106,高表现,1,3
pjxyqxbj589,中表现,0,3
pjxuqwbj491,中表现,1,0
pjxyqwbj338,高表现,0,0
pjxyqwbj116,低表现,1,0
pjxyqxbj002,低表现,1,3
pjxyqwbj509,中表现,0,0
pjxpqxbj998,中表现,1,3
pjxyqxbk827,高表现,1,3
pjxsqxbj932,高表现,0,3
pjxyqxbj075,高表现,0,3
pjxyqwbj169,中表现,1,0
pjxyqxbk929,高表现,1,3
pjxyqwbk755,中表现,1,0
pjxyqwbk679,低表现,1,0
pjxyqwbk650,中表现,0,3
pjxyqwbk666,高表现,0,0
pjxyqxbj927,高表现,0,3
pjxyqwbj088,中表现,0,0
pjxyqxbj888,中表现,1,3
pjwrzxbj996,低表现,1,0
pjxyqwbj642,高表现,0,0
pjxuqwbj591,高表现,0,3
pjxyqwbj789,低表现,1,3
pjxyqxbk342,高表现,1,2
pjxyqxbk243,高表现,0,0
pjxyqwbj129,中表现,1,0
pjxyqxbk867,中表现,1,0
pjxyqxbk228,中表现,1,0
pjxxzxbj998,低表现,1,3
pjxyqwbk729,高表现,1,0
pjxyqxbk674,高表现,1,3
pjxyqwbj327,高表现,0,3
pjxyqwbk617,中表现,1,0
pjxyqxbj012,高表现,0,3
pjxyqxbk505,高表现,0,3
pjxyqxbj332,高表现,0,3
pjxxxxbj932,中表现,1,0
pjxrqxbj958,低表现,1,0
pjxyqwbj632,低表现,1,3
pjxyqwbj560,高表现,1,3
pjxyqwbk862,低表现,1,0
pjxyqxbl891,低表现,1,3
pjxuqwbj498,低表现,1,0
pjwtqxbj957,高表现,0,3
pjxyqwbj925,中表现,0,3
pjxyqxbk945,中表现,1,3
pjxxxxbj904,低表现,1,0
pjxuqwbj686,中表现,0,3
pjxyqwbk620,低表现,1,0
pjxxxxbj945,低表现,1,0
pjxsqxbj831,低表现,1,3
pjxyqxbj084,中表现,1,3
pjxrqxbj971,低表现,1,0
pjxyqwbk920,低表现,1,0
pjxyqxbj569,低表现,1,3
pjxyqxbl816,低表现,1,3
pjxyqxbj694,高表现,0,3
pjxyqxbk969,中表现,0,3
pjxsqxbj900,高表现,0,3
pjxqqxbj988,高表现,1,0
pjxyqxbl970,中表现,0,3
pjxyqxbj969,低表现,1,0
pjxyqwbk762,低表现,1,0
pjxuqwbj783,高表现,0,3
pjxxztfj982,低表现,1,1
pjxyqxbj279,高表现,1,3
pjxyqxbk208,低表现,1,0
pjxyqwbk815,低表现,1,3
pjwrqxbj998,低表现,1,0
pjxyqxbk737,低表现,1,3
pjxyqxbk918,低表现,1,0
pjwtqxbj985,高表现,0,3
pjxyqwbj321,低表现,1,0
pjxtztbj998,中表现,1,0
pjxyqwbj237,中表现,0,0
pjxyqwbj688,中表现,1,0
pjxyqwbj538,中表现,0,3
pjxyqwbj936,高表现,1,3
pjxrqxbj973,中表现,0,0
pjxyqxbj505,中表现,0,3
pjxuqwbj639,低表现,1,0
pjxyqxbk791,高表现,0,3
pjxyqwbj525,低表现,1,0
pjxyqxbl727,高表现,0,3
pjxyqxbk810,高表现,0,3
pjxyqwbj852,高表现,1,0
pjxsqxbj771,低表现,0,3
pjxyqwbk747,中表现,1,3
pjxyqxbj932,中表现,1,3
pjxyqwbj394,高表现,1,3
pjxuqwbj618,中表现,1,0
pjxyqxbk294,低表现,1,0
pjxyqxbj995,中表现,1,3
pjxyqwbk807,低表现,1,0
pjxuqwbj918,中表现,1,0
pjxyqwbj300,高表现,0,0
pjxuqwbj552,高表现,0,0
pjxyqwbk991,低表现,1,0
pjxyqxbk665,高表现,1,3
pjxyqxbj032,低表现,1,0
pjxyqxbk962,高表现,0,3
pjxqqxbj957,中表现,1,0
pjxuqwbj717,中表现,1,3
pjxyqxbk377,低表现,1,0
pjxyqwbk902,中表现,1,0
pjxsqxbj989,高表现,0,3
pjxsqxbj962,低表现,1,0
pjxyqwbj023,中表现,0,0
pjxyqxbj271,低表现,1,0
pjxyqwbj662,中表现,0,0
pjxyqxbk201,低表现,1,0
pjxyqxbl836,中表现,1,0
pjxuqwbj848,中表现,1,0
pjxyqxbk863,低表现,1,3
pjxyqxbj345,中表现,0,3
pjxyqwbk536,低表现,1,0
pjxyqwbj322,高表现,1,0
pjxpqxbj967,高表现,0,3
pjxyqxbl731,低表现,1,0
pjxrqxbj996,高表现,0,0
pjxyqxbj928,低表现,1,0
pjxyqwbj398,高表现,1,3
pjxyqwbj380,低表现,1,3
pjxyqwbj552,高表现,1,0
pjxyqwbk824,高表现,0,0
pjxuqwbj890,低表现,1,0
pjxsqxbj966,中表现,0,0
pjxtztbj986,低表现,1,0
pjxyqxbj540,中表现,0,3
pjxyqwbj328,中表现,1,0
pjxyqxbj273,中表现,1,3
pjxyqxbk865,高表现,0,3
pjxyqxbj395,中表现,0,3
pjxyqxbk649,高表现,1,3
pjxxxxbj933,低表现,1,0
pjxyqxbk722,低表现,1,0
pjxqqxbj959,高表现,0,3
pjxyqxbk025,低表现,1,0
pjxyqxbj683,低表现,1,2
pjxrqxbj963,低表现,1,0
pjxyqxbj282,中表现,0,3
pjxuqwbj547,高表现,1,0
pjxyqxbk911,高表现,0,3
pjxyqxbj645,低表现,1,3
pjxyqwbj802,中表现,1,3
pjxpqxbj997,中表现,1,0
pjxyqwbj508,中表现,1,0
pjxyqwbj003,中表现,1,0
pjwrqxbj951,高表现,0,3
pjxpqxbj932,中表现,0,3
pjxyqxbj148,中表现,1,3
pjxyqwbk624,低表现,0,3
pjwrqxbj978,中表现,0,3
pjxyqwbj315,中表现,1,3
pjxuqwbj624,高表现,0,3
pjxyqwbk900,低表现,1,0
pjxyqxbj089,中表现,1,0
pjxuqwbj582,中表现,0,3
pjxyqxbj815,中表现,0,3
pjxuqwbj799,低表现,1,3
pjxsqxbj969,高表现,0,2
pjxyqxbj546,中表现,0,3
pjxyqxbk539,中表现,1,0
pjxyqxbj662,高表现,0,3
pjxuqwbj463,低表现,1,3
pjxyqxbj957,中表现,0,0
pjxyqwbj456,低表现,1,2
pjxyqwbj049,低表现,1,3
pjxxxxbj943,中表现,1,0
pjxyqxbj261,中表现,0,3
pjxxztbj990,中表现,0,0
pjxuqwbj992,低表现,1,0
pjxyqwbj838,高表现,1,3
pjxuzsfj984,低表现,1,1
pjxyqxbl900,低表现,1,0
pjxyqwbk504,低表现,1,0
pjxyqwbj402,低表现,1,0
pjxyqxbk676,高表现,1,0
pjxyqxbj919,高表现,1,3
pjxyqxbj717,中表现,0,3
pjxyqwbk523,高表现,0,0
pjxyqxbk546,低表现,1,0
pjxyqwbk845,中表现,1,0
pjxyqwbj582,中表现,1,0
pjxyqxbl808,高表现,0,0
pjxvzrfj981,低表现,1,1
pjxxzxkj998,低表现,1,3
pjxuqwbj647,高表现,0,0
pjxyqwbj437,高表现,0,0
pjxyqxbj146,高表现,0,3
pjxyqxbj217,中表现,1,3
pjxxztbj995,低表现,1,3
pjxyqwbj907,高表现,1,0
pjxyqxbk138,低表现,1,3
pjxwxxbj899,低表现,1,0
pjxsqxbj863,中表现,1,3
pjxpqxbj937,高表现,0,3
pjxyqxbj910,中表现,0,3
pjxyqxbk047,中表现,0,0
pjxyqxbj432,中表现,1,3
pjxyqxbj506,中表现,1,3
pjxuqwbj861,低表现,1,0
pjwrqxbj923,中表现,0,0
pjxyqxbk681,高表现,1,3
pjxsqxbj908,中表现,0,0
pjxyqxbk873,低表现,1,3
pjxuqwbj847,低表现,1,0
pjxyqxbk592,中表现,1,0
pjxyqxbj854,高表现,0,3
pjwtqxbj953,高表现,0,2
pjxyqwbj604,低表现,1,3
pjxpqxbj977,高表现,0,3
pjxyqwbk559,低表现,1,2
pjxyqwbj621,中表现,1,0
pjxyqxbl736,高表现,0,3
pjxyqwbj082,低表现,1,0
pjxyqxbj633,中表现,1,3
pjxpqxbj955,中表现,0,3
pjxyqwbj857,低表现,1,0
pjxyqwbj288,低表现,1,0
pjxyqxbk065,中表现,0,0
pjxvztfj980,低表现,1,1
pjxyqxbj315,中表现,0,3
pjxyqxbk331,中表现,0,3
pjxuqwbj916,中表现,1,3
pjxyqwbj279,低表现,1,2
